# Начальный словарь системы машинного перевода (лр. №4, вариант 7).
# Формат: source <TAB> pos <TAB> target <TAB> gram <TAB> domain <TAB> note
# gram: m/f/n — род; anim — одушевлённость; inv — неизменяемость; impf/pf — вид;
#       pair: — парный вид; pp: — краткое причастие; pl:/gpl: — формы мн. ч.;
#       comp:/sup: — степени сравнения; forms: — явные словоформы.
# --- Личные и вопросительные местоимения ---
paper	NOUN	статья	f	general	
university	NOUN	университет	m	general	
education	NOUN	образование	n	general	
discovery	NOUN	открытие	n	general	
innovation	NOUN	инновация	f	general	
# --- Общеупотребительные прилагательные ---
good	ADJ	хороший	comp:лучше,sup:лучший	general	
well	ADV	хорошо	comp:лучше,sup:лучше	general	
bad	ADJ	плохой	comp:хуже,compattr:худший,sup:худший	general	
new	ADJ	новый		general	
old	ADJ	старый		general	
large	ADJ	большой		general	
small	ADJ	маленький		general	
big	ADJ	большой		general	
little	ADJ	маленький		general	
great	ADJ	великий		general	
important	ADJ	важный		general	
significant	ADJ	значительный		general	
different	ADJ	разный		general	
similar	ADJ	похожий		general	
various	ADJ	различный		general	
common	ADJ	распространённый		general	
rare	ADJ	редкий		general	
main	ADJ	главный		general	
major	ADJ	основной		general	
minor	ADJ	второстепенный		general	
first	ADJ	первый		general	
second	ADJ	второй		general	
third	ADJ	третий		general	
last	ADJ	последний		general	
next	ADJ	следующий		general	
early	ADJ	ранний		general	
late	ADJ	поздний		general	
young	ADJ	молодой		general	
beautiful	ADJ	красивый		general	
ugly	ADJ	уродливый		general	
dark	ADJ	тёмный		general	
light	ADJ	светлый		general	
bright	ADJ	яркий		general	
red	ADJ	красный		general	
blue	ADJ	синий		general	
green	ADJ	зелёный		general	
white	ADJ	белый		general	
black	ADJ	чёрный		general	
yellow	ADJ	жёлтый		general	
golden	ADJ	золотой		general	
clear	ADJ	ясный		general	
strong	ADJ	сильный		general	
weak	ADJ	слабый		general	
high	ADJ	высокий		general	
low	ADJ	низкий		general	
long	ADJ	длинный		general	
short	ADJ	короткий		general	
wide	ADJ	широкий		general	
narrow	ADJ	узкий		general	
deep	ADJ	глубокий		general	
full	ADJ	полный		general	
empty	ADJ	пустой		general	
open	ADJ	открытый		general	
closed	ADJ	закрытый		general	
free	ADJ	свободный		general	
modern	ADJ	современный		general	
